,Entry,Protein,Protein name,Gene names,Gene names (primary),yourlist
3865,P09525,ANXA4,Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II),ANXA4 ANX4,ANXA4,P09525
3866,P09543,CN37,"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)",CNP,CNP,P09543
3867,P09601,HMOX1,Heme oxygenase 1 (HO-1) (EC 1.14.14.18),HMOX1 HO HO1,HMOX1,P09601
3868,P09619,PGFRB,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),PDGFRB PDGFR PDGFR1,PDGFRB,P09619
3869,P09622,DLDH,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)",DLD GCSL LAD PHE3,DLD,P09622
3870,P09651,ROA1,"Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]",HNRNPA1 HNRPA1,HNRNPA1,P09651
3871,P09661,RU2A,U2 small nuclear ribonucleoprotein A' (U2 snRNP A'),SNRPA1,SNRPA1,P09661
3872,P09668,CATH,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],CTSH CPSB,CTSH,P09668
3873,P09669,COX6C,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C,COX6C,P09669
3874,P09769,FGR,Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog) (Proto-oncogene c-Fgr) (p55-Fgr) (p58-Fgr) (p58c-Fgr),FGR SRC2,FGR,P09769
3875,P09871,C1S,Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain],C1S,C1S,P09871
3876,P09874,PARP1,Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-),PARP1 ADPRT PPOL,PARP1,P09874
3877,P09913,IFIT2,Interferon-induced protein with tetratricopeptide repeats 2 (IFIT-2) (ISG-54 K) (Interferon-induced 54 kDa protein) (IFI-54K) (P54),IFIT2 CIG-42 G10P2 IFI54 ISG54,IFIT2,P09913
3878,P09914,IFIT1,Interferon-induced protein with tetratricopeptide repeats 1 (IFIT-1) (Interferon-induced 56 kDa protein) (IFI-56K) (P56),IFIT1 G10P1 IFI56 IFNAI1 ISG56,IFIT1,P09914
3879,P09917,LOX5,Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34),ALOX5 LOG5,ALOX5,P09917
3880,P09936,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1 (UCH-L1) (EC 3.4.19.12) (Neuron cytoplasmic protein 9.5) (PGP 9.5) (PGP9.5) (Ubiquitin thioesterase L1),UCHL1,UCHL1,P09936
3881,P09960,LKHA4,Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4),LTA4H LTA4,LTA4H,P09960
3882,P09972,ALDOC,Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase),ALDOC ALDC,ALDOC,P09972
3883,P0C0E4,RB40L,Ras-related protein Rab-40A-like (Ras-like GTPase),RAB40AL RLGP,RAB40AL,P0C0E4
3884,P0C0L4,CO4A,Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain],C4A CO4 CPAMD2,C4A,P0C0L4
3885,P0C0L5,CO4B,Complement C4-B (Basic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 3) [Cleaved into: Complement C4 beta chain; Complement C4-B alpha chain; C4a anaphylatoxin; C4b-B; C4d-B; Complement C4 gamma chain],C4B CO4 CPAMD3; C4B_2,C4B; C4B_2,P0C0L5
3886,P0C0S5,H2AZ,Histone H2A.Z (H2A/z),H2AZ1 H2AFZ H2AZ,H2AZ1,P0C0S5
3887,P0C0S8,H2A1,Histone H2A type 1 (H2A.1) (Histone H2A/ptl),H2AC11 H2AFP HIST1H2AG; H2AC13 H2AFC HIST1H2AI; H2AC15 H2AFD HIST1H2AK; H2AC16 H2AFI HIST1H2AL; H2AC17 H2AFN HIST1H2AM,H2AC11; H2AC13; H2AC15; H2AC16; H2AC17,P0C0S8
3888,P0C2L3,F163B,Protein FAM163B,FAM163B C9orf166,FAM163B,P0C2L3
3889,P0C2W1,FBSP1,F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45),FBXO45 FBX45,FBXO45,P0C2W1
3890,P0C7H8,KRA23,Keratin-associated protein 2-3 (High sulfur keratin-associated protein 2.4) (Keratin-associated protein 2.3),KRTAP2-3 KAP2.3 KRTAP2.3,KRTAP2-3,P0C7H8
3891,P0C7M8,CLC2L,C-type lectin domain family 2 member L,CLEC2L,CLEC2L,P0C7M8
3892,P0C7P0,CISD3,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial (MitoNEET-related protein 2) (Miner2) (Mitochondrial inner NEET protein) (MiNT)",CISD3,CISD3,P0C7P0
3893,P0C7P4,UCRIL,Putative cytochrome b-c1 complex subunit Rieske-like protein 1 (Ubiquinol-cytochrome c reductase Rieske iron-sulfur subunit pseudogene 1),UQCRFS1P1 UQCRFSL1,UQCRFS1P1,P0C7P4
3894,P0C7T5,ATX1L,Ataxin-1-like (Brother of ataxin-1) (Brother of ATXN1),ATXN1L BOAT BOAT1,ATXN1L,P0C7T5
3895,P0C7U0,ELFN1,Protein ELFN1 (Extracellular leucine-rich repeat and fibronectin type-III domain-containing protein 1) (Protein phosphatase 1 regulatory subunit 28),ELFN1 PPP1R28,ELFN1,P0C7U0
3896,P0C7W6,CC172,Coiled-coil domain-containing protein 172,CCDC172 C10orf96,CCDC172,P0C7W6
3897,P0C851,PIRT,Phosphoinositide-interacting protein,PIRT,PIRT,P0C851
3898,P0C870,JMJD7,Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7 (EC 1.14.11.63) (EC 3.4.-.-) (JmjC domain-containing protein 7) (Jumonji domain-containing protein 7) (L-lysine (3S)-hydroxylase JMJD7),JMJD7,JMJD7,P0C870
3899,P0C880,YT014,Putative uncharacterized protein FLJ40606,,,P0C880
3900,P0CAP2,GRL1A,DNA-directed RNA polymerase II subunit GRINL1A (DNA-directed RNA polymerase II subunit M) (Glutamate receptor-like protein 1A),POLR2M GRINL1A,POLR2M,P0CAP2
3901,P0CB38,PAB4L,Polyadenylate-binding protein 4-like (PABP-4-like) (Poly(A)-binding protein 4-like),PABPC4L,PABPC4L,P0CB38
3902,P0CF74,IGLC6,Immunoglobulin lambda constant 6 (Ig lambda-6 chain C region),IGLC6,IGLC6,P0CF74
3903,P0CG08,GPHRB,Golgi pH regulator B (Protein GPR89B),GPR89B GPHRB GPR89C HSPC201,GPR89B,"A6NKF9,P0CG08"
3904,P0CG12,DERPC,Decreased expression in renal and prostate cancer protein,DERPC,DERPC,P0CG12
3905,P0CG22,DR4L1,Putative dehydrogenase/reductase SDR family member 4-like 1 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 4) (Protein SDR25C4),DHRS4L1 SDR25C4,DHRS4L1,P0CG22
3906,P0CG29,GST2,Glutathione S-transferase theta-2 (EC 2.5.1.18) (GST class-theta-2),GSTT2,GSTT2,P0CG29
3907,P0CG30,GSTT2,Glutathione S-transferase theta-2B (EC 2.5.1.18) (GST class-theta-2) (Glutathione S-transferase theta-2),GSTT2B GSTT2,GSTT2B,P0CG30
3908,P0CG34,TB15A,Thymosin beta-15A (NB thymosin beta) (Thymosin-like protein 8),TMSB15A TMSL8 TMSNB,TMSB15A,P0CG34
3909,P0CG38,POTEI,POTE ankyrin domain family member I,POTEI,POTEI,P0CG38
3910,P0CG39,POTEJ,POTE ankyrin domain family member J,POTEJ,POTEJ,P0CG39
3911,P0CG47,UBB,Polyubiquitin-B [Cleaved into: Ubiquitin],UBB,UBB,P0CG47
3912,P08708,RS17,40S ribosomal protein S17 (Small ribosomal subunit protein eS17),RPS17 RPS17L,RPS17,"P08708,P0CW22"
3913,P0CW24,PNM6A,Paraneoplastic antigen-like protein 6A,PNMA6A PNMA6C,PNMA6A,"P0CW24,P0CW26"
3914,P0CZ20,PNM6D,Deleted.,,,P0CZ20
3915,P0DI81,TPC2A,Trafficking protein particle complex subunit 2 (Sedlin),TRAPPC2 SEDL,TRAPPC2,P0DI81
3916,P0DI82,TPC2B,Trafficking protein particle complex subunit 2B (MBP-1-interacting protein 2A) (MIP-2A),TRAPPC2B SEDLP1 TRAPPC2.19 TRAPPC2P1,TRAPPC2B,P0DI82
3917,P0DJ93,SIM13,Small integral membrane protein 13,SMIM13 C6orf228,SMIM13,P0DJ93
3918,P0DJD0,RGPD1,RANBP2-like and GRIP domain-containing protein 1 (Ran-binding protein 2-like 6) (RanBP2-like 6) (RanBP2L6),RGPD1 RANBP2L6 RGP1,RGPD1,P0DJD0
3919,P0DJI8,SAA1,Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)],SAA1,SAA1,P0DJI8
3920,P0DJI9,SAA2,Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)],SAA2,SAA2,P0DJI9
3921,P0DJJ0,SRG2C,SLIT-ROBO Rho GTPase-activating protein 2C (SLIT-ROBO Rho GTPase activating protein 2 pseudogene 1),SRGAP2C SRGAP2P1,SRGAP2C,P0DJJ0
3922,P0DKB6,MPC1L,Mitochondrial pyruvate carrier 1-like protein,MPC1L,MPC1L,P0DKB6
3923,P0DM35,M1BL1,Metallothionein 1H-like protein 1,MT1HL1,MT1HL1,P0DM35
3924,P0DME0,SETLP,Protein SETSIP (SET pseudogene protein 18) (SET similar protein) (Similar to SET translocation protein),SETSIP SETP18,SETSIP,P0DME0
3925,P0DML2,CSH1,Chorionic somatomammotropin hormone 1 (Choriomammotropin) (Lactogen) (Placental lactogen) (PL),CSH1,CSH1,P0DML2
3926,P0DMM9,ST1A3,"Sulfotransferase 1A3 (ST1A3) (EC 2.8.2.1) (Aryl sulfotransferase 1A3/1A4) (Catecholamine-sulfating phenol sulfotransferase) (HAST3) (M-PST) (Monoamine-sulfating phenol sulfotransferase) (Placental estrogen sulfotransferase) (Sulfotransferase 1A3/1A4) (Sulfotransferase, monoamine-preferring) (Thermolabile phenol sulfotransferase) (TL-PST)",SULT1A3 STM,SULT1A3,P0DMM9
3927,P0DMQ5,INAM2,Putative transmembrane protein INAFM2 (InaF-motif-containing protein 2) (Osteogenesis up-regulated transcript 1),INAFM2 LINC00984 OGU1,INAFM2,P0DMQ5
3928,P0DMR1,HNRC4,Heterogeneous nuclear ribonucleoprotein C-like 4,HNRNPCL4,HNRNPCL4,P0DMR1
3929,P0DMV8,HS71A,Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1),HSPA1A HSP72 HSPA1 HSX70,HSPA1A,"P08107,P0DMV8"
3930,P0DN37,PAL4G,Peptidyl-prolyl cis-trans isomerase A-like 4G (PPIase A-like 4G) (EC 5.2.1.8) (Peptidylprolyl cis-trans isomerase A-like 4),PPIAL4G,PPIAL4G,P0DN37
3931,P0DN76,U2AF5,Deleted.,,,P0DN76
3932,P0DN79,CBSL,Deleted.,,,P0DN79
3933,P0DOX2,IGA2,Immunoglobulin alpha-2 heavy chain (Immunoglobulin alpha-2 heavy chain BUT),,,P0DOX2
3934,P0DOX6,IGM,Immunoglobulin mu heavy chain (Immunoglobulin mu heavy chain OU),,,P0DOX6
3935,P0DOX8,IGL1,Immunoglobulin lambda-1 light chain (Immunoglobulin lambda-1 light chain MCG),,,P0DOX8
3936,P0DOY2,IGLC2,Immunoglobulin lambda constant 2 (Ig lambda chain C region Kern) (Ig lambda chain C region NIG-64) (Ig lambda chain C region SH) (Ig lambda chain C region X) (Ig lambda-2 chain C region),IGLC2,IGLC2,"A0A075B6K9,P0DOY2"
3937,P0DP04,HV43D,Immunoglobulin heavy variable 3-43D,IGHV3-43D,IGHV3-43D,P0DP04
3938,P0DP58,LYNX1,Ly-6/neurotoxin-like protein 1 (Endogenous prototoxin LYNX1) (Testicular tissue protein Li 112),LYNX1,LYNX1,P0DP58
3939,P10070,GLI2,Zinc finger protein GLI2 (GLI family zinc finger protein 2) (Tax helper protein),GLI2 THP,GLI2,P10070
3940,P10074,TZAP,Telomere zinc finger-associated protein (TZAP) (Krueppel-related zinc finger protein 3) (hKR3) (Zinc finger and BTB domain-containing protein 48) (Zinc finger protein 855),ZBTB48 HKR3 TZAP ZNF855,ZBTB48,P10074
3941,P10109,ADX,"Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1) (Hepatoredoxin)",FDX1 ADX,FDX1,P10109
3942,P10114,RAP2A,Ras-related protein Rap-2a (EC 3.6.5.2) (RbBP-30),RAP2A,RAP2A,P10114
3943,P10155,RO60,RNA-binding protein RO60 (60 kDa SS-A/Ro ribonucleoprotein) (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (Ro 60 kDa autoantigen) (Ro60 autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2),RO60 SSA2 TROVE2,RO60,P10155
3944,P10176,COX8A,"Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)",COX8A COX8 COX8L,COX8A,P10176
3945,P10243,MYBA,Myb-related protein A (A-Myb) (Myb-like protein 1),MYBL1 AMYB,MYBL1,P10243
3946,P10253,LYAG,Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase) (Aglucosidase alfa) [Cleaved into: 76 kDa lysosomal alpha-glucosidase; 70 kDa lysosomal alpha-glucosidase],GAA,GAA,P10253
3947,P10301,RRAS,Ras-related protein R-Ras (EC 3.6.5.-) (p23),RRAS,RRAS,P10301
3948,P10398,ARAF,Serine/threonine-protein kinase A-Raf (EC 2.7.11.1) (Proto-oncogene A-Raf) (Proto-oncogene A-Raf-1) (Proto-oncogene Pks),ARAF ARAF1 PKS PKS2,ARAF,P10398
3949,P10412,H14,Histone H1.4 (Histone H1b) (Histone H1s-4),H1-4 H1F4 HIST1H1E,H1-4,P10412
3950,P10451,OSTP,Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin),SPP1 BNSP OPN PSEC0156,SPP1,P10451
3951,P10515,ODP2,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)",DLAT DLTA,DLAT,P10515
3952,P10586,PTPRF,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),PTPRF LAR,PTPRF,P10586
3953,P10589,COT1,COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3),NR2F1 EAR3 ERBAL3 TFCOUP1,NR2F1,P10589
3954,P10599,THIO,Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP) (allergen Hom s Trx),TXN TRDX TRX TRX1,TXN,P10599
3955,P10606,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)",COX5B,COX5B,P10606
3956,P10619,PPGB,Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain],CTSA PPGB,CTSA,P10619
3957,P10620,MGST1,Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I),MGST1 GST12 MGST,MGST1,P10620
3958,P10636,TAU,Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau),MAPT MAPTL MTBT1 TAU,MAPT,P10636
3959,P10643,CO7,Complement component C7,C7,C7,P10643
3960,P10644,KAP0,cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1),PRKAR1A PKR1 PRKAR1 TSE1,PRKAR1A,P10644
3961,P10645,CMGA,Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor],CHGA,CHGA,P10645
3962,P10720,PF4V,Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)],PF4V1 CXCL4V1 SCYB4V1,PF4V1,P10720
3963,P10721,KIT,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117),KIT SCFR,KIT,P10721
3964,P10746,HEM4,Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase),UROS,UROS,P10746
3965,P10768,ESTD,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56),ESD,ESD,P10768
3966,P10809,CH60,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",HSPD1 HSP60,HSPD1,P10809
3967,P10909,CLUS,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]",CLU APOJ CLI KUB1 AAG4,CLU,P10909
3968,P10915,HPLN1,Hyaluronan and proteoglycan link protein 1 (Cartilage-linking protein 1) (Cartilage-link protein) (Proteoglycan link protein),HAPLN1 CRTL1,HAPLN1,P10915
3969,P10916,MLRV,"Myosin regulatory light chain 2, ventricular/cardiac muscle isoform (MLC-2) (MLC-2v) (Cardiac myosin light chain 2) (Myosin light chain 2, slow skeletal/ventricular muscle isoform) (MLC-2s/v) (Ventricular myosin light chain 2)",MYL2 MLC2,MYL2,P10916
3970,P11021,BIP,Endoplasmic reticulum chaperone BiP (EC 3.6.4.10) (78 kDa glucose-regulated protein) (GRP-78) (Binding-immunoglobulin protein) (BiP) (Heat shock protein 70 family protein 5) (HSP70 family protein 5) (Heat shock protein family A member 5) (Immunoglobulin heavy chain-binding protein),HSPA5 GRP78,HSPA5,P11021
3971,P11047,LAMC1,Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma),LAMC1 LAMB2,LAMC1,P11047
3972,P11055,MYH3,"Myosin-3 (Muscle embryonic myosin heavy chain) (Myosin heavy chain 3) (Myosin heavy chain, fast skeletal muscle, embryonic) (SMHCE)",MYH3,MYH3,P11055
3973,P11117,PPAL,Lysosomal acid phosphatase (LAP) (EC 3.1.3.2),ACP2,ACP2,P11117
3974,P11137,MTAP2,Microtubule-associated protein 2 (MAP-2),MAP2,MAP2,P11137
3975,P11142,HSP7C,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1),HSPA8 HSC70 HSP73 HSPA10,HSPA8,P11142
3976,P11166,GTR1,"Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)",SLC2A1 GLUT1,SLC2A1,P11166
3977,P11169,GTR3,"Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)",SLC2A3 GLUT3,SLC2A3,P11169
3978,P11171,EPB41,Protein 4.1 (P4.1) (4.1R) (Band 4.1) (EPB4.1) (Erythrocyte membrane protein band 4.1),EPB41 E41P,EPB41,P11171
3979,P11172,UMPS,Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (ODC) (EC 4.1.1.23) (OMPdecase)],UMPS OK/SW-cl.21,UMPS,P11172
3980,P11177,ODPB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)",PDHB PHE1B,PDHB,P11177
3981,P11182,ODB2,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (52 kDa mitochondrial autoantigen of primary biliary cirrhosis) (Branched chain 2-oxo-acid dehydrogenase complex component E2) (BCOADC-E2) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)",DBT BCATE2,DBT,P11182
3982,P11215,ITAM,Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b),ITGAM CD11B CR3A,ITGAM,P11215
3983,P11216,PYGB,"Glycogen phosphorylase, brain form (EC 2.4.1.1)",PYGB,PYGB,P11216
3984,P11217,PYGM,"Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)",PYGM,PYGM,P11217
3985,P11226,MBL2,Mannose-binding protein C (MBP-C) (Collectin-1) (MBP1) (Mannan-binding protein) (Mannose-binding lectin),MBL2 COLEC1 MBL,MBL2,P11226
3986,P11229,ACM1,Muscarinic acetylcholine receptor M1,CHRM1,CHRM1,P11229
3987,P11233,RALA,Ras-related protein Ral-A (EC 3.6.5.2),RALA RAL,RALA,P11233
3988,P11234,RALB,Ras-related protein Ral-B (EC 3.6.5.2),RALB,RALB,P11234
3989,P11245,ARY2,Arylamine N-acetyltransferase 2 (EC 2.3.1.5) (Arylamide acetylase 2) (N-acetyltransferase type 2) (NAT-2) (Polymorphic arylamine N-acetyltransferase) (PNAT),NAT2 AAC2,NAT2,P11245
3990,P11274,BCR,Breakpoint cluster region protein (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-26),BCR BCR1 D22S11,BCR,P11274
3991,P11277,SPTB1,"Spectrin beta chain, erythrocytic (Beta-I spectrin)",SPTB SPTB1,SPTB,P11277
3992,P11279,LAMP1,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a),LAMP1,LAMP1,P11279
3993,P11310,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7) (Medium chain acyl-CoA dehydrogenase) (MCADH)",ACADM,ACADM,P11310
3994,P11362,FGFR1,Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331),FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR,FGFR1,P11362
3995,P11387,TOP1,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),TOP1,TOP1,P11387
3996,P11388,TOP2A,"DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)",TOP2A TOP2,TOP2A,P11388
3997,P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),G6PD,G6PD,P11413
3998,P11441,UBL4A,Ubiquitin-like protein 4A (Ubiquitin-like protein GDX),UBL4A DXS254E GDX UBL4,UBL4A,P11441
3999,P11488,GNAT1,Guanine nucleotide-binding protein G(t) subunit alpha-1 (Transducin alpha-1 chain),GNAT1 GNATR,GNAT1,P11488
4000,P11498,PYC,"Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)",PC,PC,P11498
4001,P11509,CP2A6,"Cytochrome P450 2A6 (EC 1.14.14.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIA6) (Coumarin 7-hydroxylase) (Cytochrome P450 IIA3) (Cytochrome P450(I))",CYP2A6 CYP2A3,CYP2A6,P11509
